               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 124,            0.034865,           0.0095045,                   0,             0.82238,             0.95652,             0.91913,             0.59115,            0.026094,           0.0059083,                   0,           0.0027727,           0.0027727,            0.052873
                 125,            0.035371,           0.0095769,                   0,              0.9157,              0.9446,             0.97039,             0.51318,            0.035045,           0.0058312,                   0,           0.0027665,           0.0027665,            0.052466
                 126,            0.037747,           0.0093126,                   0,             0.90904,             0.97768,             0.97717,             0.66424,            0.029764,           0.0056438,                   0,           0.0027598,           0.0027598,             0.05206
                 127,            0.036417,           0.0082618,                   0,             0.79121,             0.98854,             0.89496,             0.59978,            0.026735,           0.0056188,                   0,           0.0027527,           0.0027527,            0.051653
                 128,            0.033287,           0.0096608,                   0,             0.61149,             0.92382,             0.80665,             0.52869,            0.027149,           0.0056098,                   0,           0.0027452,           0.0027452,            0.051245
                 129,            0.033712,             0.01014,                   0,             0.91006,             0.87984,             0.95253,             0.61034,            0.027021,           0.0054996,                   0,           0.0027372,           0.0027372,            0.050837
                 130,            0.033345,           0.0090119,                   0,              0.8328,             0.92391,             0.93962,             0.60594,             0.02995,           0.0054122,                   0,           0.0027287,           0.0027287,            0.050429
                 131,            0.037258,           0.0093057,                   0,             0.85007,             0.98913,             0.93864,             0.63927,            0.023915,           0.0054268,                   0,           0.0027199,           0.0027199,             0.05002
                 132,            0.030968,           0.0087299,                   0,             0.92846,             0.98913,             0.98222,             0.73938,            0.022221,           0.0053461,                   0,           0.0027106,           0.0027106,            0.049611
                 133,            0.031645,           0.0088323,                   0,             0.89214,             0.98913,             0.96658,             0.66545,            0.022842,           0.0051984,                   0,           0.0027009,           0.0027009,            0.049201
                 134,             0.03111,           0.0075673,                   0,             0.92857,             0.98909,             0.96651,             0.63062,            0.027826,           0.0050328,                   0,           0.0026908,           0.0026908,            0.048791
                 135,            0.031712,           0.0089091,                   0,             0.92776,             0.97826,             0.97043,             0.67205,            0.026587,           0.0049462,                   0,           0.0026802,           0.0026802,             0.04838
                 136,             0.03611,           0.0085311,                   0,             0.94668,             0.96739,             0.97931,             0.56479,            0.031474,           0.0049846,                   0,           0.0026693,           0.0026693,            0.047969
                 137,            0.034463,           0.0080763,                   0,             0.93665,             0.96739,             0.98189,             0.71333,            0.025826,           0.0048548,                   0,            0.002658,            0.002658,            0.047558
                 138,            0.035239,           0.0074158,                   0,             0.92783,             0.97818,             0.97839,             0.52784,            0.029941,            0.004998,                   0,           0.0026463,           0.0026463,            0.047146
                 139,            0.036693,            0.009161,                   0,             0.95789,             0.98903,             0.99043,             0.70066,            0.024297,           0.0049217,                   0,           0.0026342,           0.0026342,            0.046734
                 140,            0.034941,           0.0088313,                   0,             0.94728,             0.97826,             0.98688,             0.67153,            0.024274,           0.0049841,                   0,           0.0026218,           0.0026218,            0.046322
                 141,             0.02976,           0.0095223,                   0,             0.96744,             0.97826,             0.99102,             0.71151,            0.022126,           0.0048315,                   0,           0.0026089,           0.0026089,            0.045909
                 142,            0.028076,           0.0081166,                   0,             0.97802,             0.96724,             0.99024,             0.70177,             0.02323,           0.0047692,                   0,           0.0025957,           0.0025957,            0.045496
                 143,            0.033563,           0.0079931,                   0,             0.95503,             0.97826,             0.98976,             0.53027,             0.03272,           0.0049752,                   0,           0.0025822,           0.0025822,            0.045082
                 144,            0.037892,           0.0084022,                   0,             0.95744,              0.9781,             0.98853,             0.61037,            0.027315,           0.0048455,                   0,           0.0025683,           0.0025683,            0.044668
                 145,            0.041229,           0.0093037,                   0,             0.94675,             0.98913,              0.9819,             0.69617,            0.023332,           0.0049368,                   0,           0.0025541,           0.0025541,            0.044254
                 146,            0.028533,           0.0082976,                   0,             0.96768,             0.97826,              0.9873,             0.74473,            0.023114,           0.0047285,                   0,           0.0025395,           0.0025395,            0.043839
                 147,            0.032878,           0.0081088,                   0,             0.95788,             0.98872,             0.98393,             0.59648,            0.026656,           0.0047094,                   0,           0.0025246,           0.0025246,            0.043425
                 148,            0.033395,           0.0082412,                   0,             0.97755,             0.97826,             0.98598,             0.64314,            0.023352,           0.0046415,                   0,           0.0025094,           0.0025094,            0.043009
                 149,            0.030598,           0.0080447,                   0,             0.97775,             0.95652,             0.98843,             0.72417,            0.021158,           0.0048084,                   0,           0.0024938,           0.0024938,            0.042594
                 150,            0.029272,           0.0079182,                   0,             0.97778,              0.9564,             0.98974,             0.72089,            0.022666,           0.0047714,                   0,            0.002478,            0.002478,            0.042178
                 151,            0.029175,            0.007648,                   0,             0.97752,             0.94542,             0.98853,             0.70049,            0.024731,           0.0048598,                   0,           0.0024618,           0.0024618,            0.041762
                 152,            0.031824,           0.0083768,                   0,              0.9764,             0.92391,             0.98672,             0.65785,            0.023637,           0.0048108,                   0,           0.0024454,           0.0024454,            0.041345
                 153,            0.032158,           0.0082764,                   0,             0.97776,             0.95652,             0.99057,             0.72643,            0.019464,           0.0047389,                   0,           0.0024287,           0.0024287,            0.040929
                 154,            0.028541,           0.0076947,                   0,             0.97773,             0.95652,             0.98867,             0.64278,            0.026157,           0.0047042,                   0,           0.0024117,           0.0024117,            0.040512
                 155,            0.029612,           0.0072436,                   0,             0.97776,             0.95652,             0.98892,             0.69738,            0.024414,           0.0046131,                   0,           0.0023945,           0.0023945,            0.040094
                 156,            0.030681,           0.0077789,                   0,             0.95787,             0.98855,             0.98893,             0.68977,            0.023905,           0.0046727,                   0,            0.002377,            0.002377,            0.039677
                 157,            0.029021,           0.0096182,                   0,             0.97778,             0.95642,             0.99037,             0.76154,            0.019486,           0.0046619,                   0,           0.0023592,           0.0023592,            0.039259
                 158,            0.027534,           0.0078456,                   0,             0.93877,             0.99992,             0.98872,             0.68417,            0.021447,           0.0047432,                   0,           0.0023412,           0.0023412,            0.038841
                 159,            0.027165,           0.0070311,                   0,             0.97727,             0.94565,             0.98818,             0.72015,            0.021717,           0.0046874,                   0,            0.002323,            0.002323,            0.038423
                 160,            0.028438,           0.0077963,                   0,             0.93868,                   1,             0.99044,             0.74993,            0.020351,           0.0046912,                   0,           0.0023045,           0.0023045,            0.038005
                 161,            0.026552,           0.0087786,                   0,             0.93862,                   1,             0.99006,             0.75952,            0.020105,           0.0046285,                   0,           0.0022858,           0.0022858,            0.037586
                 162,             0.02608,            0.007027,                   0,             0.95772,             0.98913,             0.98847,             0.77877,             0.01806,           0.0044732,                   0,            0.002267,            0.002267,            0.037167
                 163,            0.026393,            0.008191,                   0,             0.96785,             0.98913,             0.98607,             0.75444,            0.018041,           0.0043235,                   0,           0.0022479,           0.0022479,            0.036748
                 164,            0.027355,           0.0081925,                   0,             0.96784,             0.98913,             0.98575,             0.77162,            0.020171,           0.0042688,                   0,           0.0022286,           0.0022286,            0.036329
                 165,            0.026142,           0.0064222,                   0,             0.97798,             0.96739,             0.98709,             0.70155,            0.020448,           0.0042709,                   0,           0.0022092,           0.0022092,            0.035909
                 166,            0.025803,           0.0077705,                   0,             0.95779,             0.98913,             0.98767,             0.76067,            0.019959,           0.0043094,                   0,           0.0021896,           0.0021896,             0.03549
                 167,            0.026973,           0.0078787,                   0,              0.9577,             0.98913,             0.98754,             0.68121,            0.021333,           0.0042959,                   0,           0.0021698,           0.0021698,             0.03507
                 168,            0.029248,           0.0078262,                   0,             0.96761,             0.97826,             0.98671,             0.67168,            0.023425,           0.0042759,                   0,           0.0021499,           0.0021499,             0.03465
                 169,            0.031633,           0.0072121,                   0,             0.96809,                   1,             0.98514,             0.78202,            0.020389,           0.0044006,                   0,           0.0021298,           0.0021298,             0.03423
                 170,            0.026715,           0.0078934,                   0,             0.94843,             0.99946,             0.98558,             0.78173,             0.01874,           0.0042876,                   0,           0.0021096,           0.0021096,             0.03381
                 171,            0.026203,           0.0073151,                   0,             0.93718,             0.97826,              0.9831,             0.77698,            0.020025,           0.0042159,                   0,           0.0020893,           0.0020893,            0.033389
                 172,            0.023143,            0.007401,                   0,             0.97788,             0.96739,              0.9888,             0.76241,            0.018952,             0.00415,                   0,           0.0020689,           0.0020689,            0.032969
                 173,            0.025288,           0.0073278,                   0,             0.96738,             0.96711,             0.98888,             0.77898,            0.018684,           0.0041343,                   0,           0.0020484,           0.0020484,            0.032548
                 174,            0.023818,           0.0070552,                   0,             0.97722,             0.95652,             0.99094,             0.80655,            0.016832,           0.0040944,                   0,           0.0020277,           0.0020277,            0.032128
                 175,            0.025592,           0.0078093,                   0,             0.94611,             0.95652,             0.98557,             0.72939,            0.022308,           0.0041154,                   0,            0.002007,            0.002007,            0.031707
                 176,            0.028703,           0.0069999,                   0,             0.97798,             0.96739,             0.99119,             0.78462,            0.020471,           0.0040988,                   0,           0.0019863,           0.0019863,            0.031286
                 177,            0.024799,           0.0075519,                   0,             0.97785,             0.96739,             0.99067,             0.79715,            0.016372,           0.0040433,                   0,           0.0019654,           0.0019654,            0.030865
                 178,            0.021917,           0.0058786,                   0,             0.96739,             0.96738,             0.99064,             0.79255,             0.01793,           0.0039973,                   0,           0.0019445,           0.0019445,            0.030445
                 179,            0.027092,           0.0067648,                   0,             0.97802,              0.9672,             0.99074,             0.69964,            0.023756,           0.0040739,                   0,           0.0019236,           0.0019236,            0.030024
                 180,            0.027981,           0.0071737,                   0,             0.97801,             0.96678,             0.99118,             0.78588,            0.017391,           0.0039256,                   0,           0.0019026,           0.0019026,            0.029603
                 181,            0.026494,           0.0071864,                   0,             0.97796,             0.96739,             0.99192,             0.72704,            0.021936,           0.0040319,                   0,           0.0018817,           0.0018817,            0.029182
                 182,             0.02601,            0.007865,                   0,             0.98808,             0.96739,             0.99266,             0.79446,            0.017466,           0.0039046,                   0,           0.0018607,           0.0018607,            0.028761
                 183,            0.026618,           0.0071079,                   0,             0.98888,             0.96703,             0.99201,             0.81236,            0.016662,           0.0039454,                   0,           0.0018397,           0.0018397,             0.02834
                 184,             0.02729,           0.0067338,                   0,             0.96745,             0.97826,             0.99189,             0.73018,             0.01906,           0.0039136,                   0,           0.0018187,           0.0018187,            0.027919
                 185,            0.028836,           0.0076705,                   0,             0.97826,             0.97815,             0.99156,              0.7122,            0.023051,           0.0040007,                   0,           0.0017977,           0.0017977,            0.027498
                 186,            0.026781,           0.0077645,                   0,             0.97826,             0.97808,             0.99275,             0.80084,            0.017847,           0.0038602,                   0,           0.0017768,           0.0017768,            0.027077
                 187,            0.024476,           0.0069489,                   0,             0.96802,             0.98913,             0.99294,             0.83626,            0.016888,           0.0038822,                   0,           0.0017559,           0.0017559,            0.026656
                 188,            0.021768,           0.0073573,                   0,             0.96808,             0.98908,             0.99307,               0.824,            0.015875,           0.0038424,                   0,           0.0017351,           0.0017351,            0.026235
                 189,            0.021742,           0.0064929,                   0,             0.97826,             0.97816,             0.99339,             0.81062,            0.017213,           0.0038268,                   0,           0.0017143,           0.0017143,            0.025814
                 190,            0.020866,           0.0065435,                   0,             0.97826,             0.97825,             0.99308,             0.82732,            0.014874,           0.0037389,                   0,           0.0016936,           0.0016936,            0.025394
                 191,            0.022317,           0.0069538,                   0,             0.97826,             0.97813,              0.9927,             0.83018,            0.016451,           0.0037181,                   0,            0.001673,            0.001673,            0.024973
                 192,            0.023929,           0.0066736,                   0,             0.97817,             0.97826,              0.9928,             0.80626,            0.017311,           0.0037535,                   0,           0.0016525,           0.0016525,            0.024552
                 193,              0.0219,           0.0065224,                   0,             0.97817,             0.97826,              0.9927,               0.837,            0.015433,            0.003672,                   0,            0.001632,            0.001632,            0.024132
                 194,            0.021455,           0.0065306,                   0,             0.96792,             0.98913,             0.99222,             0.83651,            0.015038,           0.0036468,                   0,           0.0016118,           0.0016118,            0.023712
                 195,            0.021397,           0.0068517,                   0,             0.97824,             0.97826,             0.99168,             0.82957,             0.01557,           0.0036944,                   0,           0.0015916,           0.0015916,            0.023292
                 196,            0.020589,           0.0073498,                   0,             0.97826,             0.97821,             0.99301,             0.85252,            0.015426,           0.0036709,                   0,           0.0015716,           0.0015716,            0.022872
                 197,            0.021136,            0.006637,                   0,             0.96798,             0.98913,             0.99341,             0.84557,            0.015282,           0.0036325,                   0,           0.0015517,           0.0015517,            0.022452
                 198,            0.020692,           0.0067278,                   0,             0.96808,             0.98911,             0.99362,             0.84143,            0.014938,           0.0035516,                   0,            0.001532,            0.001532,            0.022032
                 199,            0.022534,           0.0063885,                   0,             0.95833,             0.99999,             0.99361,             0.82737,            0.015834,           0.0035588,                   0,           0.0015125,           0.0015125,            0.021612
                 200,            0.023048,           0.0070293,                   0,             0.95823,                   1,             0.99284,             0.81527,            0.015538,            0.003566,                   0,           0.0014931,           0.0014931,            0.021193
                 201,            0.022338,           0.0068933,                   0,             0.94836,                   1,             0.99251,             0.81503,            0.016622,           0.0035447,                   0,            0.001474,            0.001474,            0.020774
                 202,            0.022615,           0.0073622,                   0,             0.96776,             0.98913,             0.99241,              0.8247,            0.015466,           0.0035829,                   0,            0.001455,            0.001455,            0.020355
                 203,              0.0232,           0.0068914,                   0,             0.96735,             0.98913,             0.99242,             0.81096,            0.016967,           0.0036291,                   0,           0.0014363,           0.0014363,            0.019936
                 204,             0.02502,           0.0061305,                   0,             0.96791,             0.98913,             0.99264,             0.78017,            0.018367,           0.0036711,                   0,           0.0014178,           0.0014178,            0.019518
                 205,            0.024072,           0.0072466,                   0,             0.96801,             0.98913,             0.99263,              0.8315,            0.014895,           0.0036054,                   0,           0.0013995,           0.0013995,              0.0191
                 206,            0.020635,           0.0063886,                   0,             0.98857,             0.96739,             0.99277,             0.83286,            0.014404,           0.0035849,                   0,           0.0013815,           0.0013815,            0.018682
                 207,            0.020015,           0.0067093,                   0,             0.97802,             0.96725,             0.99226,             0.83517,             0.01505,           0.0035996,                   0,           0.0013638,           0.0013638,            0.018264
                 208,            0.021156,           0.0056948,                   0,             0.96774,             0.97812,             0.99191,             0.83292,            0.016069,           0.0036001,                   0,           0.0013463,           0.0013463,            0.017846
                 209,             0.02189,            0.006859,                   0,             0.96716,             0.97826,             0.99169,             0.82881,            0.015345,           0.0035628,                   0,           0.0013291,           0.0013291,            0.017429
                 210,            0.023161,           0.0063611,                   0,             0.97826,             0.97805,             0.99187,             0.83484,            0.014449,           0.0035489,                   0,           0.0013122,           0.0013122,            0.017012
                 211,            0.020092,           0.0072091,                   0,             0.97825,             0.97794,             0.99173,             0.82453,            0.014397,           0.0035327,                   0,           0.0012956,           0.0012956,            0.016596
                 212,            0.022008,           0.0061223,                   0,             0.96808,             0.98907,             0.99205,             0.77658,            0.015969,           0.0035675,                   0,           0.0012794,           0.0012794,            0.016179
                 213,            0.021597,           0.0068326,                   0,             0.96842,                   1,             0.99275,              0.8011,             0.01621,           0.0034678,                   0,           0.0012634,           0.0012634,            0.015763
                 214,            0.023489,           0.0067303,                   0,             0.96842,             0.99998,             0.99286,             0.82388,            0.016141,           0.0034811,                   0,           0.0012478,           0.0012478,            0.015348
                 215,            0.020917,           0.0062335,                   0,              0.9684,                   1,             0.99297,             0.83423,            0.014453,           0.0033979,                   0,           0.0012326,           0.0012326,            0.014933
                 216,            0.019586,           0.0065457,                   0,             0.96834,                   1,             0.99297,             0.83217,            0.014922,           0.0034181,                   0,           0.0012177,           0.0012177,            0.014518
                 217,            0.019718,           0.0062942,                   0,             0.96842,             0.99983,             0.99297,             0.86153,            0.013439,           0.0033279,                   0,           0.0012032,           0.0012032,            0.014103
                 218,            0.019578,           0.0060193,                   0,             0.96839,                   1,             0.99261,             0.84416,            0.014827,             0.00341,                   0,           0.0011891,           0.0011891,            0.013689
                 219,            0.019292,           0.0067562,                   0,             0.96828,                   1,             0.99238,             0.85175,            0.013806,           0.0032996,                   0,           0.0011754,           0.0011754,            0.013275
                 220,            0.019401,           0.0064902,                   0,             0.96839,                   1,             0.99259,             0.87785,            0.012415,           0.0032383,                   0,            0.001162,            0.001162,            0.012862
                 221,            0.019541,           0.0065538,                   0,             0.96835,                   1,             0.99293,             0.84728,            0.014075,           0.0032446,                   0,           0.0011491,           0.0011491,            0.012449
                 222,            0.020714,           0.0064748,                   0,             0.96834,                   1,             0.99315,             0.84133,            0.014521,           0.0032535,                   0,           0.0011366,           0.0011366,            0.012037
                 223,            0.019081,           0.0064087,                   0,             0.96842,             0.99994,             0.99338,             0.85355,            0.014183,           0.0032824,                   0,           0.0011246,           0.0011246,            0.011625
                 224,            0.019955,           0.0073122,                   0,             0.96842,             0.99995,              0.9936,             0.85444,            0.013654,           0.0032647,                   0,            0.001113,            0.001113,            0.011213
                 225,            0.017754,           0.0060683,                   0,             0.96837,                   1,             0.99382,             0.85334,             0.01407,           0.0032837,                   0,           0.0011019,           0.0011019,            0.010802
                 226,            0.019099,           0.0068937,                   0,             0.96842,             0.99993,             0.99382,             0.83451,            0.014256,           0.0033002,                   0,           0.0010912,           0.0010912,            0.010391
                 227,            0.020033,            0.005534,                   0,             0.96842,             0.99994,             0.99382,             0.84618,            0.013608,           0.0032469,                   0,            0.001081,            0.001081,            0.009981
                 228,            0.017724,           0.0056487,                   0,             0.96842,             0.99994,             0.99415,             0.83168,             0.01433,           0.0032393,                   0,           0.0010714,           0.0010714,           0.0095714
                 229,            0.019345,           0.0065292,                   0,             0.96842,             0.99999,             0.99404,              0.8677,            0.013469,           0.0031819,                   0,           0.0010622,           0.0010622,           0.0091622
                 230,            0.018567,           0.0062976,                   0,             0.96842,             0.99996,             0.99404,             0.83908,            0.014378,           0.0031778,                   0,           0.0010535,           0.0010535,           0.0087535
                 231,            0.021382,           0.0063714,                   0,              0.9684,                   1,             0.99425,             0.84971,            0.013939,           0.0031749,                   0,           0.0010453,           0.0010453,           0.0083453
                 232,            0.018284,           0.0059077,                   0,             0.98913,             0.98904,             0.99436,             0.85296,            0.013353,           0.0031369,                   0,           0.0010377,           0.0010377,           0.0079377
                 233,            0.020307,           0.0068868,                   0,             0.98913,             0.98898,             0.99436,             0.86939,            0.013434,           0.0030807,                   0,           0.0010306,           0.0010306,           0.0075306
                 234,            0.017213,           0.0055285,                   0,             0.96842,             0.99998,             0.99414,             0.85811,             0.01313,           0.0030855,                   0,           0.0010241,           0.0010241,           0.0071241
                 235,            0.019008,           0.0061174,                   0,             0.96842,             0.99991,             0.99303,             0.85525,            0.013056,           0.0031039,                   0,           0.0010182,           0.0010182,           0.0067182
                 236,            0.018336,           0.0059247,                   0,             0.96838,                   1,              0.9907,             0.86769,            0.012528,           0.0030967,                   0,           0.0010128,           0.0010128,           0.0063128
                 237,            0.017805,           0.0060438,                   0,             0.96841,                   1,             0.99059,             0.86376,            0.012203,             0.00311,                   0,            0.001008,            0.001008,            0.005908
                 238,            0.018074,           0.0058514,                   0,             0.97872,             0.99994,               0.991,             0.85994,            0.012252,           0.0031186,                   0,           0.0010038,           0.0010038,           0.0055038
                 239,            0.016957,           0.0046801,                   0,             0.97872,             0.99991,             0.99213,             0.85698,             0.01367,           0.0031655,                   0,           0.0010002,           0.0010002,           0.0051002
                 240,            0.017705,           0.0060627,                   0,             0.97872,             0.99998,             0.99303,             0.76457,            0.017711,           0.0032365,                   0,          0.00099717,          0.00099717,           0.0046972
                 241,            0.026012,           0.0068442,                   0,             0.97872,             0.99989,             0.99381,             0.82739,            0.014434,           0.0031116,                   0,           0.0009948,           0.0009948,           0.0042948
                 242,            0.022269,           0.0059096,                   0,             0.97872,              0.9999,             0.99392,             0.87149,            0.012437,           0.0030301,                   0,          0.00099306,          0.00099306,           0.0038931
                 243,            0.017562,           0.0054191,                   0,             0.96836,                   1,             0.99426,             0.85883,            0.013483,           0.0030839,                   0,          0.00099196,          0.00099196,            0.003492
                 244,            0.019123,           0.0060303,                   0,             0.96834,                   1,             0.99415,              0.8557,            0.013074,           0.0030532,                   0,          0.00099152,          0.00099152,           0.0030915
                 245,            0.020404,           0.0056763,                   0,             0.96838,                   1,             0.99404,             0.88374,            0.012019,           0.0029825,                   0,          0.00099173,          0.00099173,           0.0026917
                 246,            0.017777,           0.0064958,                   0,             0.96837,                   1,             0.99414,              0.8651,            0.012596,           0.0030133,                   0,          0.00099261,          0.00099261,           0.0022926
                 247,            0.019874,           0.0056078,                   0,             0.97871,             0.99929,             0.99425,             0.85661,            0.013851,           0.0029824,                   0,          0.00099417,          0.00099417,           0.0018942
                 248,             0.01826,           0.0050955,                   0,             0.97856,                   1,             0.99446,             0.87343,            0.012154,           0.0029625,                   0,          0.00099641,          0.00099641,           0.0014964
                 249,            0.016908,           0.0069461,                   0,             0.98903,                   1,             0.99457,             0.87329,            0.012508,           0.0029885,                   0,          0.00099935,          0.00099935,           0.0010994
